indexOfdf,Id,ColumnName,Original,Modified,ErrorType,Fixing
23964,46636989,Company,nan,non-specified,null values,replacing all null values with non-specified
23965,70086593,Company,nan,non-specified,null values,replacing all null values with non-specified
23966,46635358,Company,nan,non-specified,null values,replacing all null values with non-specified
23967,46633088,Company,nan,non-specified,null values,replacing all null values with non-specified
23968,68186705,Company,nan,non-specified,null values,replacing all null values with non-specified
23969,53007666,Company,nan,non-specified,null values,replacing all null values with non-specified
23970,46634882,Company,nan,non-specified,null values,replacing all null values with non-specified
23971,60685413,Company,nan,non-specified,null values,replacing all null values with non-specified
23972,46626546,Company,nan,non-specified,null values,replacing all null values with non-specified
23973,46628094,Company,nan,non-specified,null values,replacing all null values with non-specified
23974,46626832,Company,nan,non-specified,null values,replacing all null values with non-specified
23975,46630774,Company,nan,non-specified,null values,replacing all null values with non-specified
23976,64573396,Company,nan,non-specified,null values,replacing all null values with non-specified
23977,59788391,Company,nan,non-specified,null values,replacing all null values with non-specified
23978,66601494,Company,nan,non-specified,null values,replacing all null values with non-specified
23979,46629814,Company,nan,non-specified,null values,replacing all null values with non-specified
23980,71450687,Company,nan,non-specified,null values,replacing all null values with non-specified
23981,46627702,Company,nan,non-specified,null values,replacing all null values with non-specified
23982,66426262,Company,nan,non-specified,null values,replacing all null values with non-specified
23983,46636079,Company,nan,non-specified,null values,replacing all null values with non-specified
23984,53268860,Company,nan,non-specified,null values,replacing all null values with non-specified
23985,66426300,Company,nan,non-specified,null values,replacing all null values with non-specified
23986,46634346,Company,nan,non-specified,null values,replacing all null values with non-specified
23987,50882029,Company,nan,non-specified,null values,replacing all null values with non-specified
23988,55400409,Company,nan,non-specified,null values,replacing all null values with non-specified
23989,67959606,Company,nan,non-specified,null values,replacing all null values with non-specified
23990,66190496,Company,nan,non-specified,null values,replacing all null values with non-specified
23991,46631627,Company,nan,non-specified,null values,replacing all null values with non-specified
23992,66601402,Company,nan,non-specified,null values,replacing all null values with non-specified
23993,46632448,Company,nan,non-specified,null values,replacing all null values with non-specified
23994,59968070,Company,nan,non-specified,null values,replacing all null values with non-specified
23995,46628312,Company,nan,non-specified,null values,replacing all null values with non-specified
